Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,Interior Reflected Color L*,Interior Reflected Color a*,Interior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,C180 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3723,0.0656,15.25,0.5117,0.691,0.2078,52.91,-2.37,-6.75,51.41,-1.16,-7.39,0.1245,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2879,0.0507,19.73,0.3318,0.6059,0.1836,50.09,-3.07,-5.31,48.36,-7.35,-0.01,0.0626,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3069,0.054,18.5,0.3696,0.6253,0.1726,48.71,-1.79,-5.61,46.67,-2.4,-1.87,0.0758,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2441,0.043,23.26,0.2544,0.5633,0.1758,49.1,-1.84,-6.12,46.25,-0.98,-2.63,0.0232,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2192,LoE 180 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2871,0.0506,19.78,0.3569,0.6254,0.1739,48.88,-2.02,-5.74,47.0,-3.4,-0.8,0.0877,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2192,LoE 180 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2381,0.0419,23.85,0.2503,0.573,0.1942,51.32,-3.47,-6.29,48.8,-2.6,-5.89,0.0314,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3178,0.056,17.87,0.5133,0.727,0.1775,49.41,-1.64,-6.32,48.43,-0.55,-6.07,0.1919,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3654,0.0644,15.54,0.3058,0.6068,0.1641,47.61,-4.0,-3.46,50.15,-5.08,-3.18,0.0629,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2835,0.0499,20.03,0.2488,0.5326,0.1453,45.05,-4.67,-2.03,47.3,-10.95,4.1,0.0343,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.302,0.0532,18.8,0.2661,0.5496,0.1368,43.81,-3.46,-2.21,45.48,-6.28,2.74,0.0421,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2408,0.0424,23.58,0.2075,0.4954,0.1392,44.15,-3.62,-2.66,45.27,-3.76,0.65,0.0122,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2027,LoE² 270 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2827,0.0498,20.08,0.2621,0.5497,0.1379,43.96,-3.61,-2.35,45.82,-7.18,3.76,0.0463,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2027,LoE² 270 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.235,0.0414,24.17,0.2054,0.5038,0.1533,46.16,-5.25,-2.93,47.87,-5.33,-3.26,0.0167,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3127,0.0551,18.16,0.3176,0.6387,0.1406,44.44,-3.28,-2.96,46.89,-5.42,-0.6,0.0941,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3669,0.0646,15.47,0.345,0.626,0.1524,46.02,-1.95,-3.96,48.7,-1.73,-4.37,0.0762,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2845,0.0501,19.96,0.2701,0.5497,0.1325,43.14,-2.7,-2.3,46.07,-8.21,3.26,0.0421,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3031,0.0534,18.74,0.2918,0.5676,0.1234,41.73,-1.33,-2.54,44.1,-3.12,1.71,0.0526,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2415,0.0425,23.51,0.22,0.5113,0.126,42.12,-1.43,-3.16,44.12,-1.07,-0.16,0.0152,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4 mm Clear,2012,LoE² 272 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2837,0.05,20.02,0.286,0.5676,0.1245,41.9,-1.55,-2.68,44.45,-4.02,2.76,0.0561,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4 mm Clear,2012,LoE² 272 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2357,0.0415,24.09,0.2171,0.5197,0.141,44.39,-3.19,-3.49,46.78,-2.8,-4.17,0.0208,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3138,0.0553,18.09,0.3576,0.6595,0.1274,42.44,-1.18,-3.31,45.1,-1.28,-2.0,0.1122,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3639,0.0641,15.6,0.1425,0.3395,0.1466,45.41,-6.37,-13.71,52.18,-2.23,-3.01,0.0098,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2825,0.0497,20.1,0.1239,0.298,0.1405,44.52,-6.51,-12.97,48.99,-8.42,4.09,0.0051,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3009,0.053,18.87,0.1297,0.3071,0.1377,44.09,-6.01,-12.89,47.4,-3.46,2.41,0.0064,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2401,0.0423,23.65,0.1106,0.2777,0.1385,44.2,-6.18,-12.89,46.82,-2.47,1.39,0.0019,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2165,LoE³ 340 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2817,0.0496,20.15,0.1289,0.3074,0.1381,44.15,-5.98,-13.01,47.71,-4.55,3.59,0.007,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2165,LoE³ 340 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2343,0.0413,24.24,0.1104,0.2824,0.1431,44.89,-6.93,-13.09,49.35,-3.87,-2.6,0.0026,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3115,0.0549,18.23,0.1469,0.3568,0.139,44.32,-5.97,-13.38,49.36,-1.77,-0.68,0.0148,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.362,0.0638,15.69,0.2294,0.5639,0.1483,45.46,-2.59,-4.39,49.09,-0.29,-5.23,0.023,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2812,0.0495,20.19,0.2006,0.4954,0.1319,43.07,-2.9,-3.3,46.39,-7.01,2.39,0.0121,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.2995,0.0527,18.96,0.2101,0.5113,0.1246,41.92,-1.6,-3.47,44.47,-1.78,0.71,0.015,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2391,0.0421,23.75,0.1777,0.4612,0.1266,42.22,-2.0,-3.67,44.4,-0.25,-0.79,0.0045,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2155,LoE³ 366 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2805,0.0494,20.24,0.2091,0.5115,0.1255,42.07,-1.69,-3.64,44.81,-2.71,1.78,0.0165,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2155,LoE³ 366 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2334,0.0411,24.33,0.1775,0.4689,0.1388,44.08,-3.91,-3.78,47.05,-2.02,-4.68,0.0061,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3101,0.0546,18.31,0.2386,0.5939,0.1278,42.5,-1.45,-4.26,45.59,0.54,-3.17,0.0346,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3615,0.0637,15.71,0.181,0.4566,0.12,41.39,-4.31,-2.97,51.85,-4.13,-2.14,0.0066,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.281,0.0495,20.21,0.1592,0.4006,0.1093,39.61,-4.34,-2.16,48.74,-9.85,4.83,0.0037,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.2992,0.0527,18.98,0.1662,0.4132,0.1044,38.74,-3.3,-2.24,47.1,-5.24,3.54,0.0046,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2389,0.0421,23.77,0.1426,0.373,0.1057,38.97,-3.67,-2.27,46.62,-3.17,1.52,0.0013,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2105,Quad LoE 452 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2802,0.0494,20.26,0.1656,0.4134,0.105,38.85,-3.35,-2.39,47.42,-6.18,4.55,0.0049,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2105,Quad LoE 452 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2332,0.0411,24.35,0.1424,0.3794,0.1138,40.37,-5.26,-2.32,49.16,-4.65,-2.27,0.0018,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3097,0.0545,18.33,0.1873,0.4801,0.1065,39.18,-3.21,-2.95,48.95,-4.19,0.51,0.0098,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3654,0.0643,15.54,0.333,0.6339,0.1544,46.29,-2.44,-4.1,48.88,-1.97,-3.81,0.0899,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2834,0.0499,20.03,0.2671,0.5566,0.1339,43.36,-3.11,-2.49,46.23,-8.36,3.76,0.0469,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3019,0.0532,18.81,0.287,0.5746,0.1246,41.92,-1.68,-2.74,44.28,-3.34,2.29,0.0569,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2408,0.0424,23.58,0.2203,0.5178,0.1272,42.32,-1.83,-3.3,44.27,-1.19,0.26,0.017,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.34mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2827,0.0498,20.09,0.2823,0.5747,0.1258,42.1,-1.89,-2.89,44.62,-4.22,3.34,0.0646,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.34mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.235,0.0414,24.17,0.2175,0.5263,0.1427,44.64,-3.72,-3.57,46.93,-2.91,-3.77,0.0231,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.24mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3126,0.0551,18.16,0.3459,0.6678,0.1287,42.65,-1.53,-3.55,45.32,-1.59,-1.27,0.1368,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3654,0.0643,15.54,0.2242,0.3926,0.086,35.23,-0.39,-3.71,47.42,-1.59,-4.35,0.0515,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2834,0.0499,20.03,0.1786,0.3449,0.0782,33.6,-0.81,-2.6,45.01,-8.21,3.53,0.0277,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3019,0.0532,18.81,0.1924,0.3562,0.0746,32.82,-0.09,-2.7,42.89,-3.03,1.98,0.0341,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2408,0.0424,23.58,0.1458,0.3209,0.0757,33.05,-0.06,-3.11,43.14,-0.67,-0.08,0.0099,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.34mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2827,0.0498,20.09,0.1887,0.3562,0.0751,32.92,-0.23,-2.77,43.24,-3.87,3.05,0.0377,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.34mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.235,0.0414,24.17,0.1433,0.3261,0.0817,34.32,-0.95,-3.39,45.86,-2.5,-4.29,0.0136,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.24mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3126,0.0551,18.16,0.2312,0.4139,0.0762,33.2,-0.03,-3.14,43.49,-1.14,-1.83,0.0762,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3616,0.0637,15.7,0.2285,0.5806,0.1735,48.8,-4.3,-4.92,50.82,-1.59,-7.27,0.033,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.281,0.0495,20.21,0.2013,0.5097,0.1562,46.54,-4.8,-4.14,47.84,-8.04,0.23,0.0169,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.2992,0.0527,18.98,0.2104,0.5259,0.1485,45.47,-3.64,-4.41,46.1,-2.97,-1.74,0.0214,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2389,0.0421,23.77,0.1798,0.4744,0.1505,45.75,-3.97,-4.67,45.75,-1.75,-2.3,0.0065,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.34mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2802,0.0494,20.26,0.2095,0.526,0.1495,45.61,-3.73,-4.52,46.43,-3.99,-0.59,0.0231,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.34mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2332,0.0411,24.35,0.1804,0.4827,0.1634,47.48,-5.67,-4.64,48.31,-3.39,-5.81,0.0089,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.24mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3097,0.0545,18.33,0.2376,0.6109,0.1519,46.01,-3.45,-4.99,47.71,-1.02,-5.91,0.0493,Yes,No,,
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3681,0.0648,15.43,0.5201,0.7238,0.1743,49.02,-2.1,-5.68,48.65,-0.59,-6.63,0.1835,Yes,Yes,0.525297,0.382621
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2852,0.0502,19.91,0.3483,0.6354,0.1478,45.49,-3.0,-3.64,46.03,-7.19,1.14,0.09,Yes,Yes,0.356370,0.294887
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3039,0.0535,18.68,0.3867,0.6561,0.1356,43.72,-1.35,-3.95,44.05,-1.99,-0.66,0.1076,Yes,Yes,0.394567,0.314902
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2421,0.0426,23.45,0.2681,0.5909,0.1391,44.23,-1.38,-4.7,44.09,-0.13,-1.96,0.0334,Yes,Yes,0.276348,0.248305
EnthermalPlus,LUMI 4mm / Argon 13.25mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,SGG ECLAZ II 4mm,20754,ECLAZ II S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2845,0.0501,19.96,0.3745,0.6562,0.137,43.93,-1.65,-4.13,44.4,-2.9,0.41,0.1277,Yes,Yes,0.382309,0.294154
EnthermalPlus,LUMI 4mm / Argon 13.25mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,SGG ECLAZ II 4mm,20754,ECLAZ II S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2362,0.0416,24.04,0.2634,0.6006,0.1593,47.05,-3.45,-5.04,46.75,-1.92,-5.68,0.0452,Yes,Yes,0.270986,0.241921
EnthermalPlus,LUMI 4mm / Argon 13.15mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3147,0.0554,18.04,0.5272,0.7627,0.141,44.62,-1.19,-4.92,45.04,0.13,-4.93,0.2907,Yes,Yes,0.531951,0.326494
