Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,Interior Reflected Color L*,Interior Reflected Color a*,Interior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,SB70 Solarbronze 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2375,0.0418,23.91,0.1361,0.2858,0.086,35.09,-0.57,-0.49,46.86,-4.42,-5.36,0.0047,Yes,No,,
EnthermalPlus,SB70 Solarbronze 6mm / Argon 11.49mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.44,Solarbronze®  6mm,5377,Solarban® 70 S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3165,0.0557,17.94,0.1534,0.362,0.0816,34.22,0.31,-0.52,46.0,-1.08,-6.35,0.0227,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3695,0.0651,15.37,0.1326,0.2872,0.0744,32.82,-0.35,-4.05,50.32,-1.82,-7.6,0.0149,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2866,0.0505,19.81,0.1289,0.2526,0.0726,32.4,-1.6,-2.64,45.24,-3.75,-4.1,0.0079,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3054,0.0538,18.59,0.1316,0.2606,0.0706,31.94,-0.56,-3.04,43.36,-1.5,-4.82,0.0102,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2434,0.0429,23.33,0.1243,0.2351,0.0712,32.07,-0.22,-3.3,43.23,-2.41,-4.88,0.003,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2859,0.0504,19.86,0.1293,0.2607,0.071,32.02,-0.69,-2.83,43.63,-2.19,-4.78,0.0108,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2375,0.0418,23.91,0.1186,0.239,0.0736,32.62,-0.72,-3.96,46.71,-4.47,-5.58,0.0045,Yes,No,,
EnthermalPlus,SB70 Solargray 6mm / Argon 11.49mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.44,Solargray®  6mm,5373,Solarban® 70 S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3165,0.0557,17.94,0.1345,0.3025,0.0704,31.92,-0.1,-3.77,45.76,-1.17,-6.71,0.0218,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3695,0.0651,15.37,0.1735,0.4069,0.1055,38.86,-2.67,-3.99,50.77,-2.02,-7.34,0.0196,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2866,0.0505,19.81,0.1708,0.3579,0.102,38.21,-4.59,-2.02,45.65,-3.92,-3.88,0.0103,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3054,0.0538,18.59,0.1741,0.3692,0.0978,37.45,-2.87,-2.66,43.83,-1.7,-4.57,0.0133,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2434,0.0429,23.33,0.1664,0.3332,0.0989,37.65,-2.33,-3.03,43.61,-2.61,-4.67,0.0039,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2859,0.0504,19.86,0.1715,0.3694,0.0986,37.58,-3.05,-2.35,44.09,-2.41,-4.52,0.0141,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2375,0.0418,23.91,0.159,0.3388,0.1038,38.54,-3.32,-3.85,47.07,-4.64,-5.36,0.0059,Yes,No,,
EnthermalPlus,SB70 Optigray 6mm / Argon 11.49mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.44,Optigray®  6mm,5390,Solarban® 70 S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3165,0.0557,17.94,0.1774,0.4286,0.0974,37.42,-2.17,-3.75,46.34,-1.42,-6.39,0.0288,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3695,0.0651,15.37,0.1616,0.3629,0.0941,37.04,-2.88,-10.16,50.61,-2.11,-7.79,0.0189,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2866,0.0505,19.81,0.1588,0.3193,0.0913,36.48,-4.8,-7.74,45.51,-4.01,-4.29,0.01,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3054,0.0538,18.59,0.162,0.3293,0.0877,35.77,-3.15,-8.25,43.66,-1.8,-5.03,0.0129,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2434,0.0429,23.33,0.1545,0.2976,0.0886,35.93,-2.59,-8.75,43.48,-2.67,-5.04,0.0037,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2859,0.0504,19.86,0.1595,0.3295,0.0884,35.88,-3.33,-7.97,43.93,-2.5,-4.98,0.0137,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2375,0.0418,23.91,0.1474,0.3023,0.0928,36.78,-3.29,-9.85,46.94,-4.71,-5.7,0.0057,Yes,No,,
EnthermalPlus,SB70 Solarblue 6mm / Argon 11.49mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.44,Solarblue®  6mm,5396,Solarban® 70 S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3165,0.0557,17.94,0.1649,0.3822,0.0874,35.75,-2.41,-9.42,46.14,-1.54,-6.97,0.0277,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3695,0.0651,15.37,0.181,0.4141,0.1084,39.51,-1.49,-8.91,50.82,-2.03,-7.61,0.0251,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2866,0.0505,19.81,0.1788,0.3642,0.1048,38.83,-3.67,-6.41,45.69,-3.94,-4.13,0.0131,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3054,0.0538,18.59,0.1821,0.3757,0.1003,38.04,-1.85,-7.04,43.87,-1.72,-4.84,0.0167,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2434,0.0429,23.33,0.1741,0.3391,0.1015,38.24,-1.23,-7.53,43.65,-2.63,-4.89,0.0049,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2859,0.0504,19.86,0.1795,0.3759,0.1012,38.17,-2.06,-6.71,44.14,-2.43,-4.79,0.018,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2375,0.0418,23.91,0.166,0.3447,0.1067,39.18,-2.05,-8.67,47.1,-4.66,-5.55,0.0075,Yes,No,,
EnthermalPlus,SB70 Optiblue 6mm / Argon 11.49mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.44,Optiblue® (Solarban® z75)  6mm,5428,Solarban® 70 S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3165,0.0557,17.94,0.1858,0.4361,0.1,38.01,-1.04,-8.31,46.4,-1.44,-6.73,0.0371,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3695,0.0651,15.37,0.2428,0.5914,0.1705,48.38,-2.24,-5.47,51.68,-2.17,-6.93,0.039,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2866,0.0505,19.81,0.2427,0.5198,0.1628,47.36,-5.39,-2.32,46.47,-4.09,-3.56,0.0196,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3054,0.0538,18.59,0.2466,0.5363,0.1542,46.2,-2.72,-3.23,44.75,-1.89,-4.17,0.0249,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.69mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2434,0.0429,23.33,0.2381,0.4836,0.1565,46.49,-1.84,-3.85,44.36,-2.89,-4.38,0.0075,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2859,0.0504,19.86,0.2436,0.5364,0.1558,46.4,-3.02,-2.77,45.0,-2.63,-4.13,0.0275,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.59mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2375,0.0418,23.91,0.2272,0.4919,0.1666,47.86,-3.31,-5.25,47.76,-4.85,-5.03,0.0115,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Argon 11.49mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3164,0.0557,17.94,0.2514,0.6227,0.1535,46.16,-1.62,-4.97,47.49,-1.6,-5.89,0.0598,Yes,No,,
EnthermalPlus,LUMI 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3769,0.0664,15.07,0.5321,0.719,0.1665,48.03,-1.66,-5.9,49.54,-1.36,-6.27,0.1797,Yes,Yes,0.536726,0.394525
EnthermalPlus,LUMI 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2913,0.0513,19.49,0.4162,0.6317,0.1555,46.51,-6.53,-0.46,44.56,-3.04,-2.89,0.0886,Yes,Yes,0.420161,0.302081
EnthermalPlus,LUMI 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3106,0.0547,18.28,0.4427,0.6523,0.1427,44.73,-2.43,-1.84,42.58,-0.89,-3.28,0.1065,Yes,Yes,0.446804,0.323073
EnthermalPlus,LUMI 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2468,0.0435,23.01,0.3634,0.5875,0.1463,45.21,-0.62,-3.02,42.61,-1.29,-4.11,0.0326,Yes,Yes,0.366795,0.253471
EnthermalPlus,LUMI 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.41,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2905,0.0512,19.54,0.4287,0.6524,0.1449,45.01,-3.0,-1.11,42.85,-1.48,-3.39,0.1265,Yes,Yes,0.432958,0.301344
EnthermalPlus,LUMI 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.41,SGG ECLAZ II 6mm,20756,ECLAZ II S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2408,0.0424,23.59,0.3374,0.5969,0.1615,47.32,-2.49,-5.57,46.16,-3.45,-4.8,0.0462,Yes,Yes,0.341468,0.246852
EnthermalPlus,LUMI 6mm / Argon 11.15mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.322,0.0567,17.64,0.5439,0.7579,0.1415,44.65,-0.8,-4.76,44.76,-0.68,-4.87,0.2833,Yes,Yes,0.547970,0.335323
EnthermalPlus,ZEN 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3726,0.0656,15.24,0.4482,0.6821,0.222,54.53,-1.6,-7.97,53.16,-1.64,-7.77,0.1672,Yes,Yes,0.452435,0.389143
EnthermalPlus,ZEN 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2886,0.0508,19.67,0.3771,0.599,0.2121,53.41,-5.04,-4.47,47.83,-3.4,-4.46,0.0835,Yes,Yes,0.380377,0.298894
EnthermalPlus,ZEN 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3076,0.0542,18.46,0.3966,0.618,0.2006,52.14,-2.08,-5.58,46.26,-1.26,-5.03,0.0998,Yes,Yes,0.400054,0.319437
EnthermalPlus,ZEN 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2449,0.0431,23.19,0.3353,0.5567,0.2038,52.48,-0.86,-6.29,45.65,-2.11,-5.37,0.0304,Yes,Yes,0.338048,0.251204
EnthermalPlus,ZEN 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.41,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2879,0.0507,19.72,0.3854,0.6181,0.2026,52.34,-2.48,-5.06,46.51,-2.02,-5.02,0.1185,Yes,Yes,0.388955,0.298221
EnthermalPlus,ZEN 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.41,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2389,0.0421,23.77,0.3121,0.5663,0.2174,54.0,-2.28,-7.83,48.95,-4.03,-5.64,0.0424,Yes,Yes,0.315403,0.244732
EnthermalPlus,ZEN 6mm / Argon 11.15mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3189,0.0562,17.81,0.4621,0.7179,0.1996,52.08,-0.94,-7.48,49.35,-1.0,-6.95,0.2624,Yes,Yes,0.465788,0.331535
EnthermalPlus,SKN183 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3717,0.0655,15.28,0.3159,0.6507,0.1639,47.7,-2.12,-9.15,50.83,-3.12,-6.33,0.1239,Yes,Yes,0.324618,0.387942
EnthermalPlus,SKN183 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2881,0.0507,19.71,0.3035,0.5719,0.1547,46.43,-6.1,-5.26,45.74,-4.66,-2.98,0.062,Yes,Yes,0.309628,0.298182
EnthermalPlus,SKN183 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.307,0.0541,18.5,0.3111,0.5902,0.1442,44.97,-2.73,-6.48,43.91,-2.7,-3.42,0.0757,Yes,Yes,0.317813,0.318626
EnthermalPlus,SKN183 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2444,0.043,23.23,0.2868,0.5319,0.147,45.35,-1.44,-7.28,43.72,-2.95,-4.03,0.0229,Yes,Yes,0.291824,0.250696
EnthermalPlus,SKN183 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.41,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2874,0.0506,19.76,0.3065,0.5903,0.1461,45.2,-3.14,-5.89,44.17,-3.34,-3.47,0.0878,Yes,Yes,0.312863,0.297522
EnthermalPlus,SKN183 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.41,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2385,0.042,23.81,0.2699,0.5408,0.1594,47.07,-3.13,-8.95,47.17,-4.93,-4.67,0.0329,Yes,Yes,0.275224,0.244257
EnthermalPlus,SKN183 6mm / Argon 11.15mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3182,0.056,17.85,0.327,0.6855,0.1433,44.91,-1.36,-8.63,46.42,-2.91,-5.04,0.192,Yes,Yes,0.334549,0.330688
EnthermalPlus,XTREME 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C180 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3721,0.0655,15.26,0.2186,0.5331,0.1395,44.38,-2.85,-7.86,52.57,-5.66,-3.6,0.1024,Yes,Yes,0.231664,0.388524
EnthermalPlus,XTREME 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C270 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2883,0.0508,19.69,0.2197,0.4688,0.1333,43.42,-6.04,-4.49,47.28,-7.29,-0.62,0.0523,Yes,Yes,0.229262,0.298526
EnthermalPlus,XTREME 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C272 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3073,0.0541,18.48,0.2226,0.4833,0.1261,42.31,-3.39,-5.33,45.64,-5.51,-0.66,0.0639,Yes,Yes,0.232916,0.319018
EnthermalPlus,XTREME 6mm / Argon 11.35mm / Clear 4mm / Vacuum 0.25mm / C366 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2446,0.0431,23.21,0.2159,0.4362,0.1278,42.56,-2.5,-6.09,45.11,-5.83,-2.02,0.0191,Yes,Yes,0.223569,0.250942
EnthermalPlus,XTREME 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB60 4mm,25.41,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2876,0.0507,19.74,0.2199,0.4835,0.1274,42.48,-3.66,-4.88,45.91,-6.23,-0.77,0.0733,Yes,Yes,0.229604,0.297861
EnthermalPlus,XTREME 6mm / Argon 11.25mm / Clear 4mm / Vacuum 0.25mm / SB70 4mm,25.41,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2387,0.042,23.79,0.2057,0.4437,0.1362,43.87,-3.83,-7.68,48.44,-7.59,-2.78,0.0273,Yes,Yes,0.213450,0.244487
EnthermalPlus,XTREME 6mm / Argon 11.15mm / Clear 4mm / Vacuum 0.25mm / LUMI 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3185,0.0561,17.83,0.2255,0.5611,0.1256,42.28,-2.26,-7.07,48.62,-5.99,-1.56,0.1569,Yes,Yes,0.236718,0.331098
