Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,Interior Reflected Color L*,Interior Reflected Color a*,Interior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C270 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2399,0.0422,23.67,0.2369,0.4986,0.1599,47.01,-7.3,-2.24,46.46,-4.37,-3.41,0.0163,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C272 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2406,0.0424,23.6,0.24,0.5143,0.1518,45.91,-4.77,-3.15,44.73,-2.23,-4.02,0.0208,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C366 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2382,0.0419,23.84,0.2343,0.4641,0.1538,46.18,-3.97,-3.68,44.36,-3.11,-4.22,0.0062,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB60 4mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2398,0.0422,23.68,0.2402,0.5208,0.153,46.06,-4.87,-2.74,44.98,-2.74,-4.11,0.0229,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB70 4mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2379,0.0419,23.87,0.2276,0.4777,0.1632,47.46,-5.31,-4.86,47.75,-4.89,-4.99,0.0095,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.5mm / LUMI 4mm,25.45,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2413,0.0425,23.53,0.2416,0.5943,0.1512,45.88,-3.88,-4.69,47.47,-2.26,-5.71,0.0455,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C180 4mm,25.45,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2925,0.0515,19.42,0.2501,0.4746,0.2131,53.46,-3.93,-7.63,53.5,-5.82,-7.55,0.054,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C270 4mm,25.45,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2877,0.0507,19.74,0.2426,0.417,0.2085,52.92,-5.55,-5.76,48.17,-7.1,-4.15,0.0274,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C272 4mm,25.45,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2888,0.0509,19.66,0.248,0.4298,0.2026,52.25,-3.97,-6.26,46.62,-5.38,-4.82,0.0337,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C366 4mm,25.45,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2852,0.0502,19.91,0.2316,0.3877,0.204,52.4,-3.4,-6.62,46.01,-5.46,-4.82,0.0101,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB60 4mm,25.44,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2876,0.0507,19.74,0.2478,0.4354,0.2034,52.32,-4.05,-6.03,46.92,-5.97,-4.9,0.039,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB70 4mm,25.44,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2849,0.0502,19.93,0.2227,0.3992,0.2109,53.19,-4.18,-7.44,49.31,-7.04,-5.35,0.0149,Yes,No,,
EnthermalPlus,SB67 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.5mm / LUMI 4mm,25.45,Clear  6mm,5476,Solarban® R67 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2897,0.051,19.6,0.2558,0.497,0.2022,52.23,-3.46,-7.24,49.74,-6.34,-6.72,0.079,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C180 4mm,25.45,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2914,0.0513,19.48,0.3721,0.6366,0.153,46.09,-1.44,-4.4,49.92,-2.77,-3.46,0.0955,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C270 4mm,25.45,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2867,0.0505,19.81,0.3525,0.5594,0.1443,44.82,-5.39,0.0,44.9,-4.33,-0.29,0.0496,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C272 4mm,25.45,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2877,0.0507,19.73,0.3621,0.5775,0.1343,43.36,-2.01,-1.16,42.97,-2.38,-0.27,0.0603,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C366 4mm,25.45,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2842,0.0501,19.98,0.3309,0.5202,0.1371,43.75,-0.62,-2.08,42.93,-2.48,-1.82,0.0179,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB60 4mm,25.44,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2866,0.0505,19.81,0.3611,0.5847,0.1357,43.55,-2.24,-0.56,43.19,-2.75,-0.48,0.0698,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB70 4mm,25.44,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2839,0.05,20.0,0.3163,0.5352,0.1489,45.48,-2.0,-4.27,46.42,-4.38,-2.8,0.0254,Yes,No,,
EnthermalPlus,SB60 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.5mm / LUMI 4mm,25.45,Starphire®  6mm,5349,Solarban® 60 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2887,0.0508,19.67,0.3801,0.6676,0.1335,43.31,-0.84,-3.51,45.27,-2.64,-1.17,0.1402,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C180 4mm,25.45,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2429,0.0428,23.38,0.2459,0.5842,0.1704,48.37,-2.45,-5.36,51.68,-2.41,-6.81,0.0384,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C270 4mm,25.45,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2396,0.0422,23.7,0.248,0.5135,0.1629,47.37,-5.5,-2.3,46.47,-4.29,-3.44,0.0194,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C272 4mm,25.45,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2404,0.0423,23.62,0.2513,0.5298,0.1545,46.25,-2.89,-3.21,44.75,-2.12,-4.03,0.0246,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C366 4mm,25.45,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2379,0.0419,23.87,0.2451,0.4778,0.1567,46.53,-2.04,-3.81,44.37,-3.05,-4.28,0.0074,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB60 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2396,0.0422,23.7,0.2515,0.5364,0.1558,46.4,-3.02,-2.77,45.0,-2.63,-4.13,0.0275,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB70 4mm,25.44,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2377,0.0419,23.89,0.2379,0.4919,0.1666,47.86,-3.31,-5.25,47.76,-4.85,-5.03,0.0115,Yes,No,,
EnthermalPlus,SB72 Starphire 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.5mm / LUMI 4mm,25.45,Starphire®  6mm,5435,Solarban® 72 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.241,0.0424,23.56,0.253,0.6122,0.1539,46.22,-1.94,-4.89,47.49,-2.11,-5.72,0.0557,Yes,No,,
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C180 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2192,LoE 180 S5,Ar90,0.3226,0.0568,17.6,0.5631,0.7225,0.1666,48.04,-1.43,-5.9,49.52,-1.25,-6.27,0.1882,Yes,Yes,0.565841,0.337364
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C270 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2027,LoE² 270 S5,Ar90,0.3171,0.0558,17.91,0.448,0.6348,0.1555,46.5,-6.35,-0.42,44.54,-2.95,-2.89,0.0921,Yes,Yes,0.450293,0.331470
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C272 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3183,0.0561,17.84,0.4743,0.6554,0.1426,44.71,-2.22,-1.82,42.56,-0.78,-3.28,0.1106,Yes,Yes,0.476656,0.332794
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C366 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.3142,0.0553,18.07,0.3961,0.5903,0.1463,45.2,-0.38,-3.0,42.59,-1.21,-4.11,0.034,Yes,Yes,0.398310,0.328431
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB60 4mm,25.39,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.317,0.0558,17.91,0.466,0.6636,0.1444,44.93,-2.53,-1.09,42.77,-1.14,-3.49,0.1339,Yes,Yes,0.468420,0.331448
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB70 4mm,25.39,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.3138,0.0553,18.09,0.3735,0.6071,0.1615,47.32,-1.91,-5.75,46.1,-3.21,-4.88,0.0492,Yes,Yes,0.376273,0.328058
EnthermalPlus,LUMI 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.15mm / LUMI 4mm,25.4,SGG ECLAZ II 6mm,20756,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3195,0.0563,17.77,0.5636,0.7579,0.1415,44.65,-0.8,-4.76,44.76,-0.68,-4.87,0.2833,Yes,Yes,0.566667,0.333979
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C180 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2192,LoE 180 S5,Ar90,0.2614,0.046,21.73,0.4724,0.6854,0.222,54.54,-1.43,-7.98,53.17,-1.47,-7.77,0.1749,Yes,Yes,0.474601,0.268926
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C270 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2578,0.0454,22.03,0.408,0.6018,0.212,53.41,-4.92,-4.44,47.84,-3.25,-4.46,0.0867,Yes,Yes,0.409519,0.265190
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C272 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2586,0.0455,21.96,0.4266,0.6209,0.2005,52.12,-1.94,-5.56,46.27,-1.09,-5.02,0.1036,Yes,Yes,0.428220,0.266033
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C366 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2559,0.0451,22.19,0.3678,0.5594,0.2038,52.47,-0.69,-6.27,45.65,-1.99,-5.36,0.0317,Yes,Yes,0.369144,0.263252
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB60 4mm,25.39,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2577,0.0454,22.03,0.4215,0.6288,0.2022,52.29,-2.15,-5.06,46.55,-1.58,-5.18,0.1252,Yes,Yes,0.423166,0.265177
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB70 4mm,25.39,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2556,0.045,22.21,0.3482,0.5759,0.2174,54.0,-1.86,-7.96,48.98,-3.72,-5.75,0.0449,Yes,Yes,0.349894,0.263013
EnthermalPlus,ZEN 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.15mm / LUMI 4mm,25.4,SGG ECLAZ ONE II 6mm,20764,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2593,0.0457,21.9,0.4775,0.7179,0.1996,52.08,-0.94,-7.48,49.35,-1.0,-6.95,0.2624,Yes,Yes,0.479958,0.266784
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C180 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2192,LoE 180 S5,Ar90,0.2475,0.0436,22.95,0.3233,0.6538,0.1639,47.7,-1.93,-9.15,50.82,-3.01,-6.33,0.1295,Yes,Yes,0.328647,0.253355
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C270 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2442,0.043,23.25,0.3147,0.5746,0.1547,46.42,-5.96,-5.24,45.72,-4.58,-2.98,0.0644,Yes,Yes,0.319399,0.250045
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C272 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.245,0.0431,23.18,0.3217,0.593,0.1441,44.95,-2.58,-6.46,43.89,-2.6,-3.43,0.0785,Yes,Yes,0.326473,0.250792
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C366 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2426,0.0427,23.41,0.2994,0.5344,0.147,45.33,-1.27,-7.27,43.7,-2.88,-4.03,0.0238,Yes,Yes,0.303913,0.248325
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB60 4mm,25.39,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2442,0.043,23.25,0.3215,0.6004,0.1457,45.14,-2.78,-5.89,44.13,-3.04,-3.59,0.0927,Yes,Yes,0.326334,0.250033
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB70 4mm,25.39,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2423,0.0427,23.43,0.286,0.55,0.1594,47.06,-2.7,-9.09,47.14,-4.72,-4.76,0.035,Yes,Yes,0.290828,0.248113
EnthermalPlus,SKN183 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.15mm / LUMI 4mm,25.4,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2456,0.0433,23.12,0.3319,0.6855,0.1433,44.91,-1.36,-8.63,46.42,-2.91,-5.04,0.192,Yes,Yes,0.337320,0.251457
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C180 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2192,LoE 180 S5,Ar90,0.2542,0.0448,22.34,0.2195,0.5356,0.1396,44.38,-2.71,-7.87,52.58,-5.5,-3.56,0.1067,Yes,Yes,0.228072,0.260905
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C270 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2508,0.0442,22.64,0.2236,0.4709,0.1333,43.41,-5.95,-4.47,47.28,-7.16,-0.59,0.0541,Yes,Yes,0.231507,0.257392
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C272 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2516,0.0443,22.57,0.2259,0.4856,0.126,42.29,-3.29,-5.32,45.65,-5.36,-0.62,0.0662,Yes,Yes,0.233906,0.258184
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.25mm / C366 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.249,0.0439,22.8,0.2211,0.4382,0.1277,42.55,-2.39,-6.09,45.11,-5.74,-1.99,0.0198,Yes,Yes,0.228717,0.255567
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB60 4mm,25.39,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2507,0.0442,22.65,0.2262,0.4918,0.1271,42.43,-3.4,-4.87,45.93,-5.91,-0.78,0.0772,Yes,Yes,0.234228,0.257379
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.24mm / SB70 4mm,25.39,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2488,0.0438,22.83,0.2136,0.4512,0.1362,43.86,-3.54,-7.81,48.45,-7.41,-2.79,0.0289,Yes,Yes,0.221528,0.255343
EnthermalPlus,XTREME 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.15mm / LUMI 4mm,25.4,SGG COOL-LITE XTREME 61-29 II 6mm,20980,COOL-LITE XTREME 61-29 II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2523,0.0444,22.51,0.2266,0.5611,0.1256,42.28,-2.26,-7.07,48.62,-5.99,-1.56,0.1569,Yes,Yes,0.235132,0.258891
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C180 4mm,25.45,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2914,0.0513,19.48,0.2611,0.5394,0.1229,41.74,-5.91,-2.46,49.29,-3.27,-3.58,0.0489,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C270 4mm,25.45,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2867,0.0505,19.81,0.2558,0.4744,0.1169,40.73,-8.95,1.02,44.34,-4.76,-0.36,0.0264,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C272 4mm,25.45,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2877,0.0507,19.73,0.261,0.4896,0.1092,39.44,-5.96,0.01,42.33,-2.88,-0.34,0.0325,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C366 4mm,25.45,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2842,0.0501,19.98,0.2464,0.4418,0.111,39.74,-4.92,-0.73,42.42,-2.76,-1.91,0.0094,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB60 4mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2866,0.0505,19.81,0.2609,0.4958,0.1103,39.6,-6.09,0.49,42.54,-3.24,-0.56,0.0364,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.59mm / SB70 4mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2839,0.05,20.0,0.2371,0.4543,0.12,41.24,-6.51,-2.25,45.94,-4.7,-2.94,0.0134,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.5mm / LUMI 4mm,25.45,Solexia®  6mm,5254,Solarban® 60 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2887,0.0508,19.67,0.268,0.5658,0.1086,39.4,-4.96,-1.88,44.47,-3.29,-1.25,0.0699,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C180 4mm,25.45,Solarbronze®  6mm,5274,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2914,0.0513,19.48,0.2226,0.3709,0.0805,33.99,0.55,-0.03,48.38,-2.36,-3.75,0.0406,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C270 4mm,25.45,Solarbronze®  6mm,5274,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2867,0.0505,19.81,0.2113,0.3259,0.0775,33.33,-1.31,1.85,43.51,-3.94,-0.47,0.022,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Vacuum 0.25mm / Clear 4mm / Argon 11.6mm / C272 4mm,25.45,Solarbronze®  6mm,5274,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2877,0.0507,19.73,0.2168,0.3367,0.0743,32.63,0.21,1.2,41.39,-1.94,-0.46,0.0272,Yes,No,,
